title,loc_url,iiif_sample
"Van Nuyse-Magaw House, 1041 East Twenty-second Street, Brooklyn, Kings County, NY",http://www.loc.gov/item/ny0250/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd380m:g3804m:g3804nm:gla00188:ca000001/full/pct:12.5/0/default.jpg#h=816&w=604
"Christopher Fry to Lars Schmidt, 19 February 1951",http://www.loc.gov/item/2023860212/,https://tile.loc.gov/image-services/iiif/public:music:muslarsschmidt-200221572:muslarsschmidt-200221572.0001/full/pct:12.5/0/default.jpg
"Weekly Phoenix herald (Phoenix, Maricopa County, Ariz. Territory [Ariz.]), December 8, 1882",http://www.loc.gov/item/sn83025459/1882-12-08/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:az:batch_az_deserttortoise_ver01:data:sn83025459:00202196299:1882120801:0059/full/pct:6.25/0/default.jpg#h=464&w=389
Cohen telephones from Brighton,http://www.loc.gov/item/jukebox-711909/,https://tile.loc.gov/image-services/iiif/service:mbrsrs:mbrsjukebox:ucsb_col_a1885_01_29517_02:ucsb_col_a1885_01_29517_02/full/pct:12.5/0/default.jpg#h=316&w=316
"The Columbus journal (Columbus, Neb.), February 12, 1890",http://www.loc.gov/item/sn95073194/1890-02-12/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:nbu:batch_nbu_abbott_ver01:data:sn95073194:00206539264:1890021201:0310/full/pct:3.125/0/default.jpg#h=298&w=231
"Jamestown weekly alert (Jamestown, Stutsman County, D.T. [N.D.]), March 2, 1899",http://www.loc.gov/item/sn85042405/1899-03-02/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:ndhi:batch_ndhi_inkster_ver02:data:sn85042405:00212478763:1899030201:0075/full/pct:3.125/0/default.jpg#h=272&w=190
"The Breckenridge news (Cloverport, Ky.), June 16, 1909",http://www.loc.gov/item/sn86069309/1909-06-16/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:kyu:batch_kyu_kinks_ver01:data:sn86069309:00175045211:1909061601:0175/full/pct:6.25/0/default.jpg#h=463&w=325
"The Official Gazette of Romania. Part I. Laws, Decrees, Decisions, and Other Acts; Anul 190, No. 989",http://www.loc.gov/item/90656367_20221012_02/,https://tile.loc.gov/image-services/iiif/service:ll:llflg:90:65:63:67:_2:02:21:01:2_:02:90656367_20221012_02:0001/full/pct:12.5/0/default.jpg#h=462&w=352
[Trademark registration by J. Loughrey for Soaplets brand Powdered or Granulated Soap],http://www.loc.gov/item/2022674616/,https://tile.loc.gov/image-services/iiif/service:gdc:gdcscd:00:51:61:15:54:3:00516115543:0001/full/pct:12.5/0/default.jpg#h=350&w=252
"The Breckenridge news (Cloverport, Ky.), November 17, 1897",http://www.loc.gov/item/sn86069309/1897-11-17/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:kyu:batch_kyu_airplane_ver01:data:sn86069309:00100481728:1897111701:0914/full/pct:6.25/0/default.jpg#h=436&w=337
Organization and list of publications of the Virginia historical society.,http://www.loc.gov/item/43039881/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:organizationlist00virg:organizationlist00virg_0003/full/pct:12.5/0/default.jpg
"Wilmington daily gazette (Wilmington, Del.), February 19, 1874",http://www.loc.gov/item/sn84026837/1874-02-19/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:deu:batch_deu_accio_ver01:data:sn84026837:00271740372:1874021901:0188/full/pct:6.25/0/default.jpg#h=376&w=246
"Atlanta Georgian (Atlanta, Ga.), June 3, 1914, (Extra)",http://www.loc.gov/item/sn89053729/1914-06-03/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:gu:batch_gu_iggy_ver01:data:sn89053729:00517010546:1914060301:0389/full/pct:6.25/0/default.jpg#h=506&w=419
"The St. Lucie County tribune (Fort Pierce, St. Lucie County, Fla.), March 1, 1907",http://www.loc.gov/item/sn89058426/1907-03-01/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:fu:batch_fu_six_ver01:data:sn89058426:00175042477:1907030101:0679/full/pct:6.25/0/default.jpg#h=458&w=270
"Clinch Valley news (Jeffersonville, Va.), November 19, 1915",http://www.loc.gov/item/sn85034357/1915-11-19/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:vi:batch_vi_mauve_ver04:data:sn85034357:00175033919:1915111901:1017/full/pct:6.25/0/default.jpg#h=419&w=315
"The independent (Elizabeth City, N.C.), November 23, 1923",http://www.loc.gov/item/sn83025812/1923-11-23/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:ncu:batch_ncu_apple_ver01:data:sn83025812:00416156219:1923112301:0463/full/pct:3.125/0/default.jpg#h=258&w=189
"The national Republican (Washington City [D.C.]), April 4, 1866",http://www.loc.gov/item/sn86053571/1866-04-04/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_hawaiian_ver01:data:sn86053571:00237288968:1866040401:0331/full/pct:6.25/0/default.jpg#h=341&w=273
"Evening public ledger (Philadelphia [Pa.]), August 24, 1917, (Final)",http://www.loc.gov/item/sn83045211/1917-08-24/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:pst:batch_pst_davey_ver01:data:sn83045211:0023728768A:1917082401:0549/full/pct:6.25/0/default.jpg#h=431&w=321
"Washington's Statue, Public Gardens, Boston",http://www.loc.gov/item/2025667625/,https://tile.loc.gov/image-services/iiif/service:sgp:sgpbatches:misctop:batch_dlc_misctopjod_ver01:data:sn83021194:print:1774070702:0001/full/pct:6.25/0/default.jpg#h=455&w=305
"Evening star (Washington, D.C.), February 3, 1918",http://www.loc.gov/item/sn83045462/1918-02-03/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_gonzo_ver01:data:sn83045462:00280658340:1918020301:0007/full/pct:6.25/0/default.jpg#h=407&w=325
"The Houston daily post (Houston, Tex.), January 21, 1899, (MAILABLE EDITION)",http://www.loc.gov/item/sn86071197/1899-01-21/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:txdn:batch_txdn_argentina_ver01:data:sn86071197:0017503495A:1899012101:1029/full/pct:6.25/0/default.jpg#h=424&w=311
"The Opelousas courier (Opelousas, La.), July 13, 1867, (English)",http://www.loc.gov/item/sn83026389/1867-07-13/ed-2/,https://tile.loc.gov/image-services/iiif/service:ndnp:lu:batch_lu_lenin_ver01:data:sn83026389:00212475075:1867071302:0435/full/pct:6.25/0/default.jpg#h=469&w=334
"Code of Federal Regulations: Standards For Payment For Skilled Nursing And Intermediate Care Facility Services, 42 C.F.R. (1986)",http://www.loc.gov/item/cfr1986137-T42CIVP442/,https://tile.loc.gov/image-services/iiif/service:ll:llhsp:llhsp_laws_02:00359/full/pct:12.5/0/default.jpg#h=464&w=342
"Deseret evening news (Great Salt Lake City [Utah]), June 11, 1908, (Last Edition)",http://www.loc.gov/item/sn83045555/1908-06-11/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:uuml:batch_uuml_eleven_ver01:data:sn83045555:00175049113:1908061101:0494/full/pct:6.25/0/default.jpg#h=413&w=303
"The Monett times (Monett, Mo.), February 13, 1920, (WEEKLY EDITION)",http://www.loc.gov/item/sn90061308/1920-02-13/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mohi:batch_mohi_dagwood_ver01:data:sn90061308:00294555845:1920021301:0490/full/pct:6.25/0/default.jpg#h=403&w=284
"Idaho County free press (Grangeville, Idaho Territory), October 12, 1888",http://www.loc.gov/item/sn86091100/1888-10-12/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:idhi:batch_idhi_cornwell_ver02:data:sn86091100:00415666123:1888101201:0490/full/pct:6.25/0/default.jpg#h=429&w=300
"Evening star (Washington, D.C.), September 12, 1933",http://www.loc.gov/item/sn83045462/1933-09-12/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_1duchamp_ver01:data:sn83045462:00280601287:1933091201:0151/full/pct:6.25/0/default.jpg#h=486&w=364
"The Brunswick daily news (Brunswick, Ga.), October 13, 1904",http://www.loc.gov/item/sn90052142/1904-10-13/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:gu:batch_gu_javert_ver01:data:sn90052142:00414182549:1904101301:0805/full/pct:3.125/0/default.jpg#h=278&w=208
"Delaware Water Gap National Recreation Area, New Jersey and Pennsylvania",http://www.loc.gov/item/2012585541/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd381:g3812:g3812d:ct006776/full/pct:12.5/0/default.jpg#h=892&w=655
"Orbis vetus et orbis veteris utraque continens, terrarumq[ue] tractus arcticus et antarticus ex Platone, Theopompo sive Aeliano, Manilio &tc.",http://www.loc.gov/item/2017585676/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd3:g3200:g3200:ct009337/full/pct:12.5/0/default.jpg#h=751&w=924
"U.S. Reports: The United States v. McLemore, 45 U.S. (4 How.) 286 (1846).",http://www.loc.gov/item/usrep045286/,https://tile.loc.gov/image-services/iiif/service:ll:llserialsetce:04:24:1_:00:_0:0:04241_00_00:04241_00_00-018-0321-0000:0440/full/pct:12.5/0/default.jpg#h=433&w=268
"The citizen=times (Scottsville, Ky.), September 1, 1921",http://www.loc.gov/item/sn86069484/1921-09-01/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:kyu:batch_kyu_elkhound_ver01:data:sn86069484:00516998064:1921090101:0145/full/pct:6.25/0/default.jpg#h=427&w=343
"Willmar tribune (Willmar, Minn.), October 31, 1906",http://www.loc.gov/item/sn89081022/1906-10-31/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mnhi:batch_mnhi_ford_ver01:data:sn89081022:00212472621:1906103101:0357/full/pct:3.125/0/default.jpg#h=301&w=252
Valencia. Tros Alt,http://www.loc.gov/item/94512229/,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:07:32:9:wdl_07329:catespana_1566_2/full/pct:6.25/0/default.jpg
"Tulsa daily world (Tulsa, Indian Territory [Okla.]), May 25, 1916, (MORNING EDITION)",http://www.loc.gov/item/sn85042344/1916-05-25/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:okhi:batch_okhi_caddo_ver01:data:sn85042344:00200295006:1916052501:0002/full/pct:6.25/0/default.jpg#h=392&w=298
"Evening star (Washington, D.C.), October 27, 1907",http://www.loc.gov/item/sn83045462/1907-10-27/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_weimaraner_ver02:data:sn83045462:00280656185:1907102701:0007/full/pct:6.25/0/default.jpg#h=474&w=342
"Constitutional Whig (Richmond, Va.), August 14, 1829",http://www.loc.gov/item/sn83045110/1829-08-14/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:vi:batch_vi_naturals_ver01:data:sn83045110:00414184315:1829081401:0227/full/pct:3.125/0/default.jpg#h=258&w=199
"The daily record (Dunn, N.C.), January 11, 1955",http://www.loc.gov/item/sn88063132/1955-01-11/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:ncu:batch_ncu_broadwick_ver01:data:sn88063132:00332891534:1955011101:0235/full/pct:6.25/0/default.jpg#h=377&w=298
"Boletín mercantil de Puerto Rico (San Juan, P.R.), August 30, 1893",http://www.loc.gov/item/sn91099739/1893-08-30/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:prru:batch_prru_benito_ver01:data:sn91099739:00271766063:1893083001:0401/full/pct:3.125/0/default.jpg#h=297&w=221
"Chariton courier (Keytesville, Chariton County, Mo.), July 1, 1921",http://www.loc.gov/item/sn88068010/1921-07-01/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mohi:batch_mohi_beetlebailey_ver01:data:sn88068010:0029455614A:1921070101:0206/full/pct:6.25/0/default.jpg#h=400&w=276
"Pawtucket tribune (Pawtucket, R.I.), May 14, 1894",http://www.loc.gov/item/sn92064071/1894-05-14/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:rp:batch_rp_deathkiss_ver01:data:sn92064071:00514153735:1894051401:0814/full/pct:3.125/0/default.jpg#h=272&w=233
"National American Woman Suffrage Association Records: General Correspondence, 1839-1961; Greene, Caroline B.",http://www.loc.gov/item/mss3413200449/,https://tile.loc.gov/image-services/iiif/service:mss:mss34132:mss34132-009:00102/full/pct:12.5/0/default.jpg#h=238&w=359
"The weekly Columbian (Columbia, Tuolumne Co., Cal.), January 3, 1857",http://www.loc.gov/item/sn84038768/1857-01-03/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:curiv:batch_curiv_knotgrass_ver01:data:sn84038768:00279556719:1857010301:0080/full/pct:3.125/0/default.jpg#h=274&w=186
[Trademark registration by Samuel Cupples Wooden Ware Company for Keystone brand Wrapping Paper],http://www.loc.gov/item/2024652969/,https://tile.loc.gov/image-services/iiif/service:gdc:gdcscd:00:51:61:15:54:3:00516115543:0001/full/pct:12.5/0/default.jpg#h=350&w=252
"In the Senate of the United States. April 13, 1886. -- Ordered to be printed. Mr. Sewell, from the Committee on Pensions, submitted the following report. (To accompany Bill H.R. 1567.) The Committee on Pensions, to whom was referred the Bill (H.R. 1567) granting a pension to Philip Jacobs, have examined the same, and report as follows",http://www.loc.gov/item/2024805621/,https://tile.loc.gov/image-services/iiif/service:ll:llserialsetce:02:35:9_:00:_0:0:02359_00_00:02359_00_00-106-0497-0000:0325/full/pct:12.5/0/default.jpg#h=431&w=272
"Sanborn Fire Insurance Map from Saint Joseph, Buchanan County, Missouri.",http://www.loc.gov/item/sanborn04857_005/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd416m:g4164m:g4164sm:g4164sm_g04857191101:04857_01_1911-titl/full/pct:12.5/0/default.jpg#h=959&w=801
"Alexandria daily gazette, commercial & political (Alexandria [Va.]), September 18, 1810",http://www.loc.gov/item/sn84024013/1810-09-18/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:vi:batch_vi_flyingsquirrels_ver03:data:sn84024013:00414216122:1810091801:0267/full/pct:3.125/0/default.jpg#h=345&w=201
"Gas pump, Joplin, Montana",http://www.loc.gov/item/2017704238/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_kingman_ver01:data:sn83025516:00220720457:1900012701:0001/full/pct:3.125/0/default.jpg#h=277&w=181
"Arizona tribune (Phoenix, Ariz.), November 23, 1962",http://www.loc.gov/item/sn84021918/1962-11-23/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:az:batch_az_campfiregoneout_ver03:data:sn84021918:00414216948:1962112301:0405/full/pct:6.25/0/default.jpg#h=459&w=303
"Moore's history of the States, united and otherwise,",http://www.loc.gov/item/09029647/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:mooreshistoryofs00moor:mooreshistoryofs00moor_0009/full/pct:12.5/0/default.jpg
"The Opelousas courier (Opelousas, La.), February 16, 1901",http://www.loc.gov/item/sn83026389/1901-02-16/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:lu:batch_lu_moloney_ver01:data:sn83026389:0021247499A:1901021601:0233/full/pct:3.125/0/default.jpg#h=261&w=184
"The Buchanan County guardian (Independence, Buchanan County, Iowa), January 21, 1862",http://www.loc.gov/item/sn87058348/1862-01-21/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:iahi:batch_iahi_electabuzz_ver01:data:sn87058348:00279529376:1862012101:0747/full/pct:3.125/0/default.jpg#h=291&w=225
"Detroiter Abend-Post (Detroit [Mich.]), March 8, 1916",http://www.loc.gov/item/sn96076572/1916-03-08/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mimtptc:batch_mimtptc_grant_ver01:data:sn96076572:00415669744:1916030801:0106/full/pct:3.125/0/default.jpg#h=260&w=197
[Image from LOOK - Job 55-3711 titled Gloria Vanderbilt],http://www.loc.gov/item/2021682146/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:restaurantfacili00unit:restaurantfacili00unit_0005/full/pct:25.0/0/default.jpg#h=908&w=614
"The Richmond palladium and sun-telegram (Richmond, Ind.), February 12, 1916, (HOME EDITION)",http://www.loc.gov/item/sn86058226/1916-02-12/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:in:batch_in_fuzzyvandivier_ver01:data:sn86058226:00271745102:1916021201:0132/full/pct:6.25/0/default.jpg#h=470&w=354
"Casper daily tribune (Casper, Wyo.), July 25, 1921",http://www.loc.gov/item/sn86072160/1921-07-25/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:wyu:batch_wyu_greybull_ver01:data:sn86072160:00514150370:1921072501:0788/full/pct:6.25/0/default.jpg#h=298&w=253
"Lincoln County leader (Toledo, Lincoln County, Or.), July 9, 1909",http://www.loc.gov/item/sn85033162/1909-07-09/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:oru:batch_oru_flycatcher_ver01:data:sn85033162:00200298548:1909070901:0637/full/pct:6.25/0/default.jpg#h=396&w=252
The girl in the picture; a play in two acts,http://www.loc.gov/item/14020543/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:girlinpicturepla00shaw:girlinpicturepla00shaw_0007/full/pct:12.5/0/default.jpg
"Mansfield mirror (Mansfield, Wright County, Mo.), January 27, 1921",http://www.loc.gov/item/sn89066901/1921-01-27/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mohi:batch_mohi_eeyore_ver01:data:sn89066901:00294556199:1921012701:0654/full/pct:6.25/0/default.jpg#h=405&w=290
"Sanborn Fire Insurance Map from Fort Madison, Lee County, Iowa.",http://www.loc.gov/item/sanborn02663_003/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd415m:g4154m:g4154fm:g026631894:02663_1894-0001/full/pct:12.5/0/default.jpg#h=956&w=806
"Pennsylvania Company for Insurances on Lives, 304 Walnut Street, Philadelphia, Philadelphia County, PA",http://www.loc.gov/item/pa1037/,https://tile.loc.gov/image-services/iiif/service:sgp:sgpbatches:misctop:batch_dlc_misctopjod_ver01:data:sn85047530:print:1774072701:0001/full/pct:6.25/0/default.jpg#h=436&w=301
"Official Gazette of the Republic of Panama; Año 83, No. 20.637",http://www.loc.gov/item/pa11091986/,https://tile.loc.gov/image-services/iiif/service:ll:llserialsetce:04:22:5_:00:_0:0:04225_00_00:04225_00_00-001-0054-0000:0001/full/pct:12.5/0/default.jpg#h=440&w=258
AIDS Quilt Block 4148 Panel Maker Records,http://www.loc.gov/item/afc2019048_4148/,https://tile.loc.gov/image-services/iiif/service:afc:afc2019048:af:c2:01:90:48:_4:14:8:afc2019048_4148:afc2019048_4148_ms0004/full/pct:6.25/0/default.jpg#h=289&w=227
"The frontier (O'Neill City, Holt County, Neb.), November 21, 1940",http://www.loc.gov/item/2010270509/1940-11-21/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:nbu:batch_nbu_devilscorkscrew_ver04:data:2010270509:00279527689:1940112101:1261/full/pct:6.25/0/default.jpg#h=466&w=336
Mémoire sur la découverte du magnétisme animal,http://www.loc.gov/item/50047308/,https://tile.loc.gov/image-services/iiif/service:rbc:rbctos:2017gen47308:0001/full/pct:12.5/0/default.jpg#h=344&w=228
Agricultural resources and capabilities of Porto Rico.,http://www.loc.gov/item/01023930/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:agriculturalreso00unit:agriculturalreso00unit_0013/full/pct:12.5/0/default.jpg
"The Hartford herald (Hartford, Ky.), January 8, 1890",http://www.loc.gov/item/sn84037890/1890-01-08/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:kyu:batch_kyu_dracula_ver01:data:sn84037890:00206533791:1890010801:0025/full/pct:6.25/0/default.jpg#h=449&w=355
DEBRIEFING OF LAO REFUGEE,http://www.loc.gov/item/powmia/pwmaster_84582/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:angolacountrystu00coll_0:angolacountrystu00coll_0_0005/full/pct:6.25/0/default.jpg
"The Laramie Republican (Laramie, Wyo.), August 7, 1919",http://www.loc.gov/item/sn92066979/1919-08-07/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:wyu:batch_wyu_dickinson_ver03:data:sn92066979:00517010030:1919080701:0499/full/pct:6.25/0/default.jpg#h=335&w=245
"The oasis (Arizola, Ariz.), September 22, 1906",http://www.loc.gov/item/sn85032933/1906-09-22/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:az:batch_az_elk_ver01:data:sn85032933:00202192828:1906092201:0086/full/pct:6.25/0/default.jpg#h=412&w=261
"The San Francisco call (San Francisco [Calif.]), November 16, 1904",http://www.loc.gov/item/sn85066387/1904-11-16/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:curiv:batch_curiv_darwin_ver01:data:sn85066387:0010048058A:1904111601:0303/full/pct:3.125/0/default.jpg#h=267&w=200
"Sanborn Fire Insurance Map from Oakland, Alameda County, California.",http://www.loc.gov/item/sanborn00727_013/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd436m:g4364m:g4364om:g4364om_g00727192607:00727_07_1926-titl/full/pct:12.5/0/default.jpg#h=959&w=794
Leonardo da Vinci,http://www.loc.gov/item/2003670414/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd382:g3824:g3824p:pm008271/full/pct:12.5/0/default.jpg#h=1009&w=1401
"Yorkville enquirer (Yorkville, S.C.), March 27, 1923",http://www.loc.gov/item/sn84026925/1923-03-27/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:scu:batch_scu_jicama_ver01:data:sn84026925:00516991094:1923032701:0188/full/pct:6.25/0/default.jpg#h=420&w=322
"Frostburg mining journal (Frostburg, Md.), December 7, 1889",http://www.loc.gov/item/sn85025350/1889-12-07/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mdu:batch_mdu_annapolis_ver02:data:sn85025350:00415627695:1889120701:0643/full/pct:3.125/0/default.jpg#h=272&w=206
"The Alaska daily empire (Juneau, Alaska), October 3, 1916",http://www.loc.gov/item/sn84020657/1916-10-03/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:ak:batch_ak_albatross_ver01:data:sn84020657:00279526673:1916100301:0015/full/pct:6.25/0/default.jpg#h=488&w=377
"Ore punchers waiting for signal to begin unloading cars of ore into bins on dock. Allouez, Wisconsin",http://www.loc.gov/item/2017813291/,https://tile.loc.gov/image-services/iiif/service:ndnp:mnhi:batch_mnhi_lesath_ver01:data:sn83025242:0019991943A:1922101301:0197/full/pct:3.125/0/default.jpg#h=287&w=220
"The Rocky Road of Love. Motion picture copyright descriptions collection. Class L, 1912-1977.",http://www.loc.gov/item/s1229l03677/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:catalogueofstori00twen:catalogueofstori00twen_0005/full/pct:12.5/0/default.jpg
"The Waxahachie daily light (Waxahachie, Tex.), February 10, 1908",http://www.loc.gov/item/sn86090369/1908-02-10/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:txdn:batch_txdn_dewitt_ver01:data:sn86090369:00279520750:1908021001:0143/full/pct:6.25/0/default.jpg#h=399&w=280
"Newark evening star and Newark advertiser (Newark, N.J.), December 17, 1910, (SECOND EDITION)",http://www.loc.gov/item/sn91064011/1910-12-17/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:njr:batch_njr_carmela_ver01:data:sn91064011:00332896118:1910121701:0646/full/pct:6.25/0/default.jpg#h=427&w=313
"Americus times-recorder (Americus, Ga.;[Americus, Ga.?]), August 15, 1923",http://www.loc.gov/item/sn89053204/1923-08-15/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:gu:batch_gu_draco_ver01:data:sn89053204:00393343667:1923081501:1055/full/pct:3.125/0/default.jpg#h=289&w=215
Okee Dokee Brothers (Sun): 2012 National Book Festival,http://www.loc.gov/item/2021691517/,https://tile.loc.gov/streaming-services/iiif/:service:gdc:gdcwebcasts:nb:f2:01:2_:od:br:ot:he:rs:SU:N:nbf2012_odbrothersSUN:nbf2012_odbrothersSUN_768x432_800/full/full/0/full/default.m3u8
"Randolph enterprise (Beverly, W. Va.), July 24, 1924",http://www.loc.gov/item/sn86092282/1924-07-24/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:wvu:batch_wvu_eden_ver01:data:sn86092282:0051701106A:1924072401:1064/full/pct:6.25/0/default.jpg#h=430&w=307
"The Beatrice daily express (Beatrice, Neb.), November 30, 1906",http://www.loc.gov/item/sn84020107/1906-11-30/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:nbu:batch_nbu_finch_ver01:data:sn84020107:00542866354:1906113001:0526/full/pct:6.25/0/default.jpg#h=433&w=318
[Image from LOOK - Job 54-1579 titled Betty White],http://www.loc.gov/item/2021681751/,https://tile.loc.gov/image-services/iiif/service:ndnp:lu:batch_lu_charizard_ver01:data:sn93062881:00295876256:1922060301:0092/full/pct:6.25/0/default.jpg#h=409&w=299
"The Poplar standard (Poplar, Mont.), March 17, 1938",http://www.loc.gov/item/sn86075284/1938-03-17/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:mthi:batch_mthi_froid_ver01:data:sn86075284:00571718731:1938031701:0309/full/pct:6.25/0/default.jpg#h=355&w=286
"[""Beechwood,"" Frank Arthur Vanderlip house, Scarborough, New York. Pergola]",http://www.loc.gov/item/2008676035/,https://tile.loc.gov/image-services/iiif/service:gmd:gmd5:g5149:g5149s:lh000811/full/pct:12.5/0/default.jpg#h=627&w=1239
"The frontier (O'Neill City, Holt County, Neb.), June 10, 1943",http://www.loc.gov/item/2010270509/1943-06-10/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:nbu:batch_nbu_jeffersonii_ver02:data:2010270509:00279527550:1943061001:1061/full/pct:6.25/0/default.jpg#h=469&w=341
The stately lady,http://www.loc.gov/item/2023788699/,https://tile.loc.gov/image-services/iiif/public:music:musihas-100001024:musihas-100001024.0001/full/pct:12.5/0/default.jpg
"The Washington herald (Washington, D.C.), June 28, 1907",http://www.loc.gov/item/sn83045433/1907-06-28/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_hotel_ver01:data:sn83045433:100493202:1907062801:0637/full/pct:3.125/0/default.jpg#h=282&w=189
"Kings Chapel, Boston",http://www.loc.gov/item/2004670542/,https://tile.loc.gov/image-services/iiif/service:sgp:sgpbatches:misctop:batch_dlc_misctopjod_ver01:data:sn83021194:print:1774070702:0001/full/pct:6.25/0/default.jpg#h=455&w=305
"The Brownsville daily herald (Brownsville, Tex.), November 27, 1905",http://www.loc.gov/item/sn86099906/1905-11-27/ed-1/,https://tile.loc.gov/image-services/iiif/service:ndnp:txdn:batch_txdn_italy_ver01:data:sn86099906:00294553861:1905112701:0373/full/pct:6.25/0/default.jpg#h=429&w=290
Seeing San Jose and the Santa Clara Valley ...,http://www.loc.gov/item/tmp91000532/,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:seeingsanjosesa00guid:seeingsanjosesa00guid_0005/full/pct:12.5/0/default.jpg#h=527&w=318
[Vogue - Ski Houses],http://www.loc.gov/item/2021752869/,https://tile.loc.gov/image-services/iiif/service:ndnp:dlc:batch_dlc_kingman_ver01:data:sn83025514:00220720457:1900012701:0001/full/pct:3.125/0/default.jpg#h=278&w=182
"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William K. Lindsay to Abraham Lincoln, Tuesday, May 15, 1849 (Appointment)",http://www.loc.gov/item/mal0032900/,https://tile.loc.gov/image-services/iiif/service:mss:mal:003:0032900:001/full/pct:6.25/0/default.jpg#h=475&w=317
